full_text,sentiment_label,sentiment_score
mgingetin kenaikan ppn gak dirasain gender gender anak sd ngerasain harga kantin ditambah pajak retribusi kantin sekolah yg ntah,negative,-9.0
pov rakyat yg kena dampak kenaikan pajak pejabat duduk santai mobil dinas beli pajak rakyat,negative,-13.0
kenaikan pajak nya kenaikan harga barang dibayar kenaikan harga dibayar masak politisi pdip bikin video,positive,9.0
kenaikan ppn rasakan koruptor pajak,negative,-3.0
jg gak percaya ujung nya kenaikan pengeluaran dimasa ekonomi yg seret susah nya cari uang rakyat paksa bayar pajak ee pengusaha ngemplang pajak ampuni tidak kejar piutang negara,negative,-32.0
daftar barang januari kenaikan dijalankan dalih melaksanakan uu nomor harmonisasi peraturan perpajakan hpp baca berita selengkapnya,negative,-7.0
emang ditjen pajak ngatur aja pajak yg pejabat pemerintah anggota dpr sejahtera rakyat sengsara krn kenaikan pajak kenaikan harga,negative,-16.0
kenaikan pajak persen dipakai bisnis kelas bayar pajak ya pesawat ekonomi aja udah untung,negative,-2.0
umurmu brapa sih km ngira kenaikan pajak yg berdampak perempuan tp laki² tidak urusan perempuan,negative,-8.0
salah rakyat rejim mulyani memalak rakyat kenaikan pajak,negative,-11.0
pajak kemaren ttd nya udah persetujuan dpr udah ttd kenaikan pajak kalo lu nyalahin program gak solusi stunting gizi kemiskinan gimana makmur oknum nya ajah kaya ee,negative,-3.0
ngitung kenaikan ppn him sih karanya pajak barang,negative,-3.0
gaji orangorang naikkan pajak pajak barangbarang akibat kenaikan pajak ga ngaruh tinggal naikan gaji tunjanan,negative,-12.0
ppn diseimbangkan kenaikan ptkp ditengah daya beli menurun target kenaikan pajak dicanangkan pemerintah menaikan menyeimbangkan ptkp tidak tercapai potensi ppnnya,negative,-6.0
ditjen pajak dwi astuti penghasilan pemerintah kenaikan tarif ppn januari mendanai program subsidi mengurangi beban pengeluaran masyarakat simak selengkapnya,negative,-12.0
kenaikan ppn persen pajak bantuan sosial subsidi rakyat,positive,3.0
kenaikan pajak biayain yg beginibeginian,negative,-3.0
sedih guru sampe kasbon rb ongkos pulang ya allah nangis banget gue ikhlas banget tuhan kenaikan pajak segitu hinanya kah guru honorer indo mayoritas guru udah tua nggak kebayang,positive,2.0
yg kerja tp gaji umr rumah tp kpr motor tp bisanya beli seken gak kenal bansos kecipratan aja gak tp gak luput kena kenaikan pajak manfaat ku donk,positive,2.0
percaya kenaikan pajak dirasakan masyarakat harga sembako biaya transport biaya bpjs kebutuhan harga barang dll dirasakan masyarakat,positive,9.0
true sih kalo pake promotor harga tidak masuk akal ditambah kenaikan pajak dll kalo nggak gitu gimana berkembang pasar nya kalo kayak kemarin yah semoga jalan,negative,-13.0
yes bener tujuannya rusuh kasi penjelasan yg pas kenaikannya dr persentase pajak tp dr total nilainya naiknya ya sbg dpr pas sidang dpr bahas kenaikan lantang tolak jgn cm medsos aja,positive,6.0
statemen congkak pongkah yg diprotes kenaikan masyarakat taat pajak gak songong ntar dipanggil tuhan,negative,-2.0
direktorat jenderal pajak djp kementerian keuangan kemenkeu dana yg kenaikan pajak pertambahan nilai ppn dikmbalikan kpd rkyat dlm btuk bntuan sosial subsidi simak jwabannya dlm video kw bansos subsidi solusi ppn,positive,8.0
direktorat jenderal pajak djp kementerian keuangan kemenkeu dana kenaikan pajak pertambahan nilai ppn persen dikembalikan rakyat bentuk bantuan sosial bansos subsidi islam,positive,17.0
hitung doang usahain gedungmu jegal tuh rencana kenaikan pajak kalo pajak bikin pajaknya kalo hebat,negative,-7.0
jogetin ajabisa ga sih kenaikan pajak berlaku milih joget² kmrn aja,negative,-4.0
digelontor beras jagung terlupakan lambung hiks demen nyimak terkait buku lupa perihal penulis yg membajak buku harga kertas kutipan pajak mengerek kenaikan harga,negative,-5.0
ditjen pajak gaperlu naikin ppn bersihbersih lingkungannya aja menambah kenaikan sektor pajak komposisi prosentase pajak yg kinerja pegawai pajak bersih kayaknya koq signifikan kenaikannya gaperlu kenaikan,negative,-8.0
coba simulasi pajak lu selisihnya kenaikan pajak lu,negative,-5.0
masyarakat merasakan kenaikan pajak merasakan,negative,-3.0
janji prabowo kenaikan pajak presiden netizen singgung ppn persen download opera news berita terbaik,negative,-1.0
kalo protes kenaikan pajak aja tonedeaf bugs koarkoar bilang gak ngaruh orang pajaknya,negative,-5.0
substantif kenaikan ppn tambahan beban wongbanyak amnesti pajak scara faktual amp substantif mbebaskan beban wpkriminalpajak ptun ngonoyongono ojongono,negative,-5.0
pengusaha amp politikus yg menghindari pajak rakyat diperas kenaikan pajak,negative,-6.0
semangat ya klen yg januari kenaikan pajak jd tetaplah keras ampe tipes kehidupan pejabrut yg lbh makmur dr pajak rakjel mcm klen,positive,5.0
kantin kena pajak harga dikantin bekal anak pengeluaran blm ditambah kenaikan harga bahan pokok naiknya double akibat pajak ppn pajak kantin booommmmmmmmmmmmmm,negative,-22.0
madilog tan malaka ungkapan tan relate kondisi indonesia diperparah kenaikan pajak miris,negative,-7.0
ya gimana ya gw bingung kesini isi opresi angkat duh gamau sepelein tp emang ga urgent anjir sampe dibahas serame ya kenaikan pajak salah bentuk opresi pemerintah ge bawel ngancam wanita lho,negative,-5.0
mbak sri lebik gak janji mendingan jalan aja yg kerjakan kurangin pengeluaran yg tdk pejabat negara gajinya potong wacanakan kenaikan pajak anggap,negative,-13.0
akibat makhluk tolol bentar rakyatnya diperas dgn kenaikan pajak,negative,-7.0
penjajah berterima kasih kl kenaikan pajak korupsi pengangguran negara ya perkara beda dgn penjajahan bangsa,negative,-15.0
coba klo elu paham perpajakan efek terkait kenaikan pajak,negative,-1.0
speechless kezaliman yg evil queen vibesnya kuat banget isi pikirannya nambahin hutang memiskinkan middle class kenaikan pajak,negative,-9.0
fight for ourself melawan kenaikan pajak keknya wanchan kesini,negative,-3.0
prabowo mohon kenaikan pajak ditangguhkan tolakppnpersen tolakppnpersen,negative,-3.0
gak aneh sdm kalangan diakui faktanya emang rendah udah diedukasi membela pencetus kenaikan pajak alias rezim tau deh pola pikirnya gimana udah gk perduli karna efek sesusah,negative,-2.0
india mengejar pajak kelompok kaya tp insentif pakai kutipan jg tdk menjustifikasi kenaikan ppn pertimbangan beban yg tdk menyakitkan sejalan dg yg,negative,-21.0
org yg keberatan kenaikan ppn bs merambat byk yg berpotensi memberatkan rakyat kondisi ekonomi indonesia sdg tdk baikbaik gaji income krg bs mengimbangi pajak amp kbthan trus tolonglah dipertimbangkan lg,negative,-9.0
penundaan wtf batalkan kenaikan pajak hapus jenis pajak yg memberatkan takyat,negative,-9.0
kampanye menargetkan rasio pajak kenaikan perluasan obyek pajak pemilih yg tidak jeli tidak pikir terbuai dgn bansos iming makan siang gratis,negative,-12.0
menolak kenaikan pajak,negative,-7.0
arah kenaikan pajak bijak daya beli masyarakat kebutuhan sulit dijangkau lihat dampaknya buruk,negative,-6.0
seret pejabat yg menyebabkan hutang menggila rakyat dibebankan kenaikan pajak memperhitungkan pendapatan kemampuan belanja rakyat,negative,-15.0
ppn poin presentase ny kenaikan ny why cus contoh harga barang pajak selisih ribu harga barang ny or,negative,-1.0
takut oligarki pemerintah jadikan rakyat sasaran kenaikan pajak,negative,-6.0
hubungan aja udah salah wkwk dasar lesbong intinyaa kawal kenaikan pajak,negative,-7.0
semoga kenaikan pajak diimbangi penegakan hukum,negative,-3.0
mulyani perempuan peduli kesulitan perempuan kenaikan pajak,negative,-5.0
perlawanan protes kenaikan pajak melarang orang membahas keprihatinan alasan memecah fokus perlawanan that comes from place of privilege,negative,-20.0
sedihnya yg ngomong orang yg concernnya kesejahteraan guru memantik why peristiwa apapun silakan aja tetep ngomongin keresahan kenaikan pajak instead of bandingin perjuangkan,negative,-8.0
sebenernya utama kenaikan pajaknya tax ratio indonesia rendah pemerintah menghabiskan uang pajak penilaian performa lembaga berdasarkan serapan anggaran,negative,-19.0
kenaikan pajak nggak berisik masi kalah sm perang gender adu agama wkwkwkwkwkk pengalihannya gampang bgt sebenernya kalo udh tau kuncinya,negative,-21.0
diumukannya kenaikan pajak daya beli langsung merosot kontol emang kaum buih doang belainnya mati,negative,-12.0
hasil kenaikan pajak tsb utk kenaikan tunjangan presiden tunjangan menteri kenaikan tunjangan dpr,negative,-6.0
wishlist bertarung kenaikan pajak,negative,-3.0
pegawi pajak gembira kenaikan ppn gaji,negative,-1.0
memberatkan rakyat kenaikan pajak bayar pajaknya lipat yg dibayarkan rakyat,negative,-5.0
akibat salah urus dg serakah anggaran belanja negara yg tdk proporsional rezim jokowi negara dlm kondisi kekurangan dana rakyat diperasampditodong dg kenaikan pajak disana oligarki tax amnesti dimana letak keadilan menjengkelkan,negative,-9.0
kota tinggal gw aja ngumumin kenaikan sales tax catatan kenaikan pajak bersifat sampe duitnya dipake modal benerin sarana transportasi kalo transparan arah tujuannya gini enak,negative,-5.0
kaum iq kaga nongol nongol nih terkait kenaikan pajak,negative,-10.0
koq pelaku bisnis gede ngemplangmanipulasi pajak berani ga ngejarnya wapresnya ngejar pajak kebun binatang skrg koq rakyat yg taat pajak yg dikenain kenaikan,negative,-8.0
summarized how justice works in this country guys disuruh bayar kenaikan pajak dll takut disalahin yg nyuruh mah salah ceunah salah ceunah,negative,-23.0
inget janji janji jokowi korup disumpah berdasarkan agama janji doank pendapat skenario pegawai pajak kenaikan upah beserta tunjangan krn beban berat,negative,-22.0
kpk berusaha dimatikan amnesty pajak orang kaya kenaikan ppn hallo where is your sanity,positive,1.0
negara salah urus dilanjut memilih mekik kenaikan pajak terbuai blusukan nya,negative,-7.0
menkeu pilihannya presiden menyetujui kenaikan serang pegawai pajak aneh kalo ngubah kebijakan pemerintahnya yg sorot,positive,2.0
kacau yg dukung kenaikan pajak tololnya ga ketulung,positive,1.0
tambahan mengurangi kemacetan jakarta mencari solusi banjir resapan air gorong gorong membrantas korupsi menjaga kestabilan ekonomi support umkm membatalkan kenaikan pajak,positive,2.0
tidak ambil pusing kenaikan pajak kenaikan bbm era sby concernnya timbal pembayar pajaknya,negative,-19.0
kenaikan ppn ppn cukai membebani variable cost perusahaan akn menaikkan harga jualubah ukuran produknya menjd lbh spy pangkas biaya produksi tuh ilmu yg dasar banget ekonomi jd yg bilang ga keberatan pajak ngegampangin cb mikir dikit ya,positive,7.0
uang wakaf program pemerintah disisi rakyat ditekan kenaikan pajak sampe spt kl penggunaan uang wakaf korupsi,negative,-6.0
pengamat tolol klo pajak smua tidak kenaikan gaji,negative,-13.0
pintar bang tp tidak berpihak rakyat yg repot kenaikan pajak utk memenuhi kebutuhan anggaran yg sodorkan mentri nya iya pejabat memakai uang sepenuhnya utk kepentingan rakyat yg ga percaya,negative,-11.0
kenaikan pajak dadi kenaikan pajan dudu,negative,-3.0
whoiiyy kenaikan pajak ppn berdampak pd bertambahnya beban biaya hidup rakyat memperburuk situasi ekonomi yg dirasakan rakyat adlh kesulitan hidup koplaaaaakkkk,negative,-17.0
penderitaan rakyat akibat kenaikan pajak parah secuil bansos,negative,-15.0
menteri keuangannya pajak tetep srimul zaman sby gak kenaikan ppn aja taun zaman jokowi pajak menkeunya ppn tetep,negative,-10.0
ppn ri besarnya tertinggi seasia tenggara kenaikan pajak tidak menambah pendapatan negara menyusahkan rakyat revolusibasmioligarki revolusibasmioligarki,negative,-4.0
now proposalnya detail pemasukan pajak rencana belanja detail gue rakyat tidak langsung investor gue butuh proposal kenaikan pajak pengeluaran achieve,negative,-15.0
ajalah yg bantu program prabowo kenaikan pajak mah moh,negative,-4.0
fokus kenaikan pajak,negative,-2.0
ngitungnya gimana ya pajak persen tp kenaikan persen hitungnya gmn ya,positive,9.0
kalo pke rootcause analysis yg digemborin dsni mslhnya pemerintah yg ga dipercaya dlm utilisasi pendapatan negara dr pajak jd paham yg mesti ditolak kenaikan pajaknya rezimnya tp ya gitu anak hobi tebang pilih reasoning,negative,-12.0
dirasakan nominal kenaikan pejabatnya dpt jatah fasilitas sarana penggunaan mobil dinas jabatan rumdis isinyauang lumpsum kontrak rumah jatah bensintransportasi uang lauk paukmakan dll subsidi rakyatdpt pajak,positive,4.0
targetnya kelas menengah kelas bansos subsidi kelas tax amnesty kelas menengah kenaikan pajak,negative,-15.0
sumpah makan tu pilihan anjing tolol rakyat yg kena noh pejabag yg kerjaan nya bolak ln pakai barang branded gk aja yg dikenakan kenaikan pajak anjinglah yg miskin msikin blok blok goblok,negative,-17.0
kenaikan ppn ga harga jg harga itungannya udh bnyak betebaran daya beli masy lemah phk dmna pemgampunan pajak utk pengusaha yg jd mslh jgn framing nya,positive,3.0
mbak puan maaf tinggal tunggu hasto bu megawati yg rakyat krna jokowi produk yg menghancurkan demokrasi membangkrutkan negara dg utang yg ugalandan skrg rakyat diperas dg kenaikan pajak,negative,-12.0
percaya kalo djp ngeluarin statement kenaikan pajak dikelola tim tersendiri kesejahteraan rakyat tim tidak gajitunjangan anggaran tambahan kesejahteraan rakyat,negative,-9.0
kenaikan pajak diberlakukan utk kaum pendukung program berkelanjutan bahagia berbungabunga,positive,4.0
kenaikan pajak,negative,-3.0
kira² hubungan nggak ya kenaikan pajak jď,negative,-1.0
kenaikan ppn pengaruh daya beli masyarakat disaat daya beli masyarakat menurun target pencapaian pajak tdk tercapai,negative,-4.0
koruptor terlindungi rakyat sengsara dg kenaikan pajak yg bilang meniadakan ott tersangka korupsi dipamerkan,negative,-12.0
intinya kenaikan harga barang aktual tidak kenaikan pajak pajaknya harga barang nailnua gitu,positive,2.0
kenaikan pajak tidak pro rakyat,negative,-8.0
mataku tindakan hny kamuflase pola pikir rakyat yg wapres lakukan mataku ttp nilai adakah wapres nyenggol kenaikan ppn ad krn rezim ayahnya yg kedepanya anaknya emang rakyat sdh senggol pajak,positive,7.0
mending gagalin kenaikan pajak kak,negative,-4.0
kenaikan ppn mendukung kenaikan gaji kekayaan pegawai pajak nggak korelasinya ente parah logikanya,negative,-5.0
penerapan kenaikan pajak warga kesulitan penerapan tanggung dunia akhirat remember that mulyani,negative,-11.0
bu tugas mungut pajak ngomong bukti manfaat kenaikan ppn yg sdh jalankan pendidikan kesehatan gratis tis tranportasi layak amp memadai tdk korupsi silakan jalankan,negative,-5.0
simplenya bahan baku harga jual lg si pajak harga dr kenaikan hrg bahan baku tp bs aj harga bahan baku dr harga tp yg blg overstatement hrsnya cmn,negative,-5.0
loyal koruptor dilindungi hutang menggunung gaji gurunya bercanda pengangguran penegakan hukum tebang pilih anggaran amp pengeluaran boros amp bengkak rakyatnya dicekik dg kenaikan pajak disaat harga pangan melambung amp penghasilan yg minim situ waras,negative,-34.0
min pembuatan fp keluaran jasa kontruksi januari tarif ppn sesuai dgn kenaikan atw bagaimna ya min mohon penjelasannya ya min,positive,18.0
kisruh kenaikan tarif ppn persen pekerja pilih keputusan manajemen perusahaan radarjabar kenaikanpajak ppnpersen manajemanperusahaan pekerja,positive,10.0
pemerintah dpr kenaikan tarif pajak pertambahan nilai ppn januari sesuai undangundang presiden prabowo subianto kenaikan ppn persen berlaku barangbarang mewah ppn undangundang ya,positive,14.0
dpr restui kenaikan ppn beban rakyat bertambah,negative,-10.0
live sdg berlgsg wwcr dialog dgn topik kenaikan ppn persen tahunbrsm edy miserosekretaris jenderal asosiasi umkm indonesia akumindo zaini selengkapnya dengarkan fmamp rri digital imp prorri,positive,3.0
live sdg berlgsg wwcr dialog dgn topik kenaikan ppn persen tahunbrsm dinni melanie sh meceo fair competition network fcn indonesia zaini selengkapnya dengarkan fmamp rri digital imp prorri,positive,7.0
live sdg berlgsg wwcr dialog dgn topik kenaikan ppn persen tahunbrsm profrizal halimguru fakultas ekonomi bisnis feb ui zaini selengkapnya dengarkan fmamp rri digital imp prorri,positive,7.0
tp rencana ad kenaikan ppn jd ya wes jalani ae bismillah,positive,6.0
presiden prabowo subianto kenaikan pajak pertambahan nilai ppn amanat undangundang uu dilaksanakan pemerintah pelaksanaannya menyasar barang mewah detik,positive,5.0
emang bener kenaikan ppn bikin masyarakat susah solusi bijak,positive,1.0
ngebayangin percakapan internal bemsi kadiv prop isu kenaikan ppn polisi bunuh gammaromadonherlina bansos gibran represi ahmadiyah korupsi triliun sampe spotify wrapped besok konsol checks notes lgbt,negative,-14.0
gembel loe tau ttg pajak otakmu tdk mencerna akibat dampak kenaikan ppn dasar idioooooot,negative,-14.0
